"week","x","inventory_needed","month"
6,56.0748232609717,"04002032",6
7,52.7909471005965,"04002032",7
8,49.6993826054135,"04002032",8
9,46.7888675429991,"04002032",9
10,44.0487992242755,"04002032",10
11,41.469195879071,"04002032",11
12,39.0406602936188,"04002032",12
13,36.7543455775321,"04002032",13
14,34.6019229355466,"04002032",14
15,32.5755513266276,"04002032",15
16,30.6678488999122,"04002032",16
17,28.8718661034313,"04002032",17
18,27.1810603676495,"04002032",18
19,25.5892722715973,"04002032",19
20,24.0907031047724,"04002032",20
21,22.679893743069,"04002032",21
22,21.3517047617844,"04002032",22
23,20.1012977132543,"04002032",23
24,18.9241175009164,"04002032",24
25,17.8158757855894,"04002032",25
26,16.7725353635212,"04002032",26
27,15.7902954592957,"04002032",27
28,14.8655778800224,"04002032",28
29,13.9950139803697,"04002032",29
30,13.1754323909572,"04002032",30
31,12.4038474654027,"04002032",31
32,11.677448403938,"04002032",32
33,10.9935890139719,"04002032",33
34,10.3497780702989,"04002032",34
35,9.7436702398372,"04002032",35
36,9.17305753783642,"04002032",36
37,8.63586128442946,"04002032",37
38,8.13012453222852,"04002032",38
39,7.65400493737909,"04002032",39
40,7.20576804810213,"04002032",40
41,6.7837809862753,"04002032",41
42,6.38650649903601,"04002032",42
43,6.01249735873681,"04002032",43
44,5.66039109085282,"04002032",44
45,5.32890501063562,"04002032",45
46,5.01683155043248,"04002032",46
47,4.72303386064913,"04002032",47
48,4.44644166833052,"04002032",48
49,4.18604737827321,"04002032",49
50,3.94090240246585,"04002032",50
51,3.71011370448648,"04002032",51
52,3.49284054626817,"04002032",52
53,3.28829142538195,"04002032",53
1,53.955809823721,"0822203",1
2,12.4796653686951,"0822203",2
3,12.7729474056138,"0822203",3
4,13.0731218030757,"0822203",4
5,13.3803505370216,"0822203",5
6,13.6947993899554,"0822203",6
7,14.0166380404014,"0822203",7
8,14.346040154464,"0822203",8
9,14.6831834795385,"0822203",9
10,15.0282499402252,"0822203",10
11,15.3814257364968,"0822203",11
12,15.7429014441732,"0822203",12
13,16.1128721177571,"0822203",13
14,16.4915373956868,"0822203",14
15,16.8791016080623,"0822203",15
16,17.275773886903,"0822203",16
17,17.6817682789968,"0822203",17
18,18.0973038614009,"0822203",18
19,18.522604859657,"0822203",19
20,18.9579007687851,"0822203",20
21,19.4034264771202,"0822203",21
22,19.8594223930593,"0822203",22
23,20.3261345747878,"0822203",23
24,20.8038148630535,"0822203",24
25,21.2927210170615,"0822203",25
26,21.7931168535629,"0822203",26
27,22.3052723892116,"0822203",27
28,22.8294639862671,"0822203",28
29,23.3659745017213,"0822203",29
30,23.9150934399298,"0822203",30
31,24.4771171088302,"0822203",31
32,25.0523487798318,"0822203",32
33,25.6410988514626,"0822203",33
34,26.2436850168621,"0822203",34
35,26.8604324352108,"0822203",35
36,27.4916739071878,"0822203",36
37,28.1377500545523,"0822203",37
38,28.799009503945,"0822203",38
39,29.4758090750093,"0822203",39
40,30.1685139729331,"0822203",40
41,30.8774979855162,"0822203",41
42,31.6031436848682,"0822203",42
43,32.3458426338467,"0822203",43
44,33.105995597347,"0822203",44
45,33.8840127585577,"0822203",45
46,34.6803139402975,"0822203",46
47,35.4953288315545,"0822203",47
48,36.3294972193489,"0822203",48
49,37.1832692260447,"0822203",49
50,38.0571055522387,"0822203",50
51,38.9514777253571,"0822203",51
52,39.8668683540948,"0822203",52
53,40.803771388834,"0822203",53
1,140.085935951936,"10055.011010",1
2,123.941491416467,"10055.011010",2
3,118.083728851964,"10055.011010",3
4,112.502817742692,"10055.011010",4
5,107.185673446278,"10055.011010",5
6,102.119829730916,"10055.011010",6
7,97.2934095478551,"10055.011010",7
8,92.6950971852323,"10055.011010",8
9,88.3141117379937,"10055.011010",9
10,84.1401818316815,"10055.011010",10
11,80.1635215408357,"10055.011010",11
12,76.3748074455475,"10055.011010",12
13,72.7651567723736,"10055.011010",13
14,69.3261065683614,"10055.011010",14
15,66.0495938593582,"10055.011010",15
16,62.9279367460846,"10055.011010",16
17,59.9538163936516,"10055.011010",17
18,57.120259872295,"10055.011010",18
19,54.4206238090958,"10055.011010",19
20,51.8485788123591,"10055.011010",20
21,49.3980946321329,"10055.011010",21
22,47.0634260220743,"10055.011010",22
23,44.8390992695182,"10055.011010",23
24,42.719899362165,"10055.011010",24
25,40.7008577613007,"10055.011010",25
26,38.7772407528836,"10055.011010",26
27,36.944538349185,"10055.011010",27
28,35.1984537149643,"10055.011010",28
29,33.5348930933878,"10055.011010",29
30,31.9499562080717,"10055.011010",30
31,30.4399271187471,"10055.011010",31
32,29.0012655091072,"10055.011010",32
33,27.6305983864113,"10055.011010",33
34,26.3247121733846,"10055.011010",34
35,25.0805451738735,"10055.011010",35
36,23.8951803945909,"10055.011010",36
37,22.7658387061232,"10055.011010",37
38,21.6898723271636,"10055.011010",38
39,20.6647586166954,"10055.011010",39
40,19.6880941595717,"10055.011010",40
41,18.7575891316241,"10055.011010",41
42,17.8710619310893,"10055.011010",42
43,17.026434063767,"10055.011010",43
44,16.221725269917,"10055.011010",44
45,15.4550488814712,"10055.011010",45
46,14.7246073986732,"10055.011010",46
47,14.0286882757774,"10055.011010",47
48,13.3656599059251,"10055.011010",48
49,12.7339677957848,"10055.011010",49
50,12.1321309209881,"10055.011010",50
51,11.5587382538157,"10055.011010",51
52,11.0124454549936,"10055.011010",52
53,10.4919717218421,"10055.011010",53
1,56.4481527131602,"10055.011020",1
2,28.6087760215636,"10055.011020",2
3,28.5934788165041,"10055.011020",3
4,28.5781897909096,"10055.011020",4
5,28.5629089404066,"10055.011020",5
6,28.5476362606238,"10055.011020",6
7,28.5323717471922,"10055.011020",7
8,28.5171153957453,"10055.011020",8
9,28.5018672019189,"10055.011020",9
10,28.486627161351,"10055.011020",10
11,28.4713952696821,"10055.011020",11
12,28.4561715225549,"10055.011020",12
13,28.4409559156146,"10055.011020",13
14,28.4257484445085,"10055.011020",14
15,28.4105491048863,"10055.011020",15
16,28.3953578924003,"10055.011020",16
17,28.3801748027047,"10055.011020",17
18,28.3649998314562,"10055.011020",18
19,28.3498329743139,"10055.011020",19
20,28.3346742269392,"10055.011020",20
21,28.3195235849958,"10055.011020",21
22,28.3043810441496,"10055.011020",22
23,28.2892466000689,"10055.011020",23
24,28.2741202484245,"10055.011020",24
25,28.2590019848892,"10055.011020",25
26,28.2438918051382,"10055.011020",26
27,28.2287897048493,"10055.011020",27
28,28.2136956797023,"10055.011020",28
29,28.1986097253792,"10055.011020",29
30,28.1835318375648,"10055.011020",30
31,28.1684620119458,"10055.011020",31
32,28.1534002442112,"10055.011020",32
33,28.1383465300525,"10055.011020",33
34,28.1233008651635,"10055.011020",34
35,28.1082632452402,"10055.011020",35
36,28.0932336659809,"10055.011020",36
37,28.0782121230862,"10055.011020",37
38,28.0631986122591,"10055.011020",38
39,28.0481931292047,"10055.011020",39
40,28.0331956696307,"10055.011020",40
41,28.0182062292468,"10055.011020",41
42,28.0032248037652,"10055.011020",42
43,27.9882513889002,"10055.011020",43
44,27.9732859803686,"10055.011020",44
45,27.9583285738893,"10055.011020",45
46,27.9433791651837,"10055.011020",46
47,27.9284377499752,"10055.011020",47
48,27.9135043239897,"10055.011020",48
49,27.8985788829554,"10055.011020",49
50,27.8836614226027,"10055.011020",50
51,27.8687519386643,"10055.011020",51
52,27.8538504268752,"10055.011020",52
53,27.8389568829726,"10055.011020",53
1,42.7351112292742,"10055.011212",1
2,10.9446982835458,"10055.011212",2
3,11.1729524747185,"10055.011212",3
4,11.4059669593628,"10055.011212",4
5,11.6438410144902,"10055.011212",5
6,11.8866759875567,"10055.011212",6
7,12.1345753396431,"10055.011212",7
8,12.3876446895345,"10055.011212",8
9,12.6459918587202,"10055.011212",9
10,12.909726917331,"10055.011212",10
11,13.178962231036,"10055.011212",11
12,13.4538125089156,"10055.011212",12
13,13.7343948523346,"10055.011212",13
14,14.0208288048338,"10055.011212",14
15,14.3132364030615,"10055.011212",15
16,14.6117422287686,"10055.011212",16
17,14.9164734618868,"10055.011212",17
18,15.2275599347146,"10055.011212",18
19,15.5451341872327,"10055.011212",19
20,15.8693315235734,"10055.011212",20
21,16.2002900696679,"10055.011212",21
22,16.5381508320952,"10055.011212",22
23,16.8830577581589,"10055.011212",23
24,17.2351577972166,"10055.011212",24
25,17.5946009632883,"10055.011212",25
26,17.9615403989711,"10055.011212",26
27,18.3361324406857,"10055.011212",27
28,18.7185366852848,"10055.011212",28
29,19.1089160580502,"10055.011212",29
30,19.5074368821075,"10055.011212",30
31,19.9142689492895,"10055.011212",31
32,20.3295855924765,"10055.011212",32
33,20.7535637594456,"10055.011212",33
34,21.1863840882605,"10055.011212",34
35,21.628230984233,"10055.011212",35
36,22.0792926984901,"10055.011212",36
37,22.5397614081791,"10055.011212",37
38,23.0098332983458,"10055.011212",38
39,23.48970864552,"10055.011212",39
40,23.9795919030445,"10055.011212",40
41,24.4796917881834,"10055.011212",41
42,24.9902213710473,"10055.011212",42
43,25.5113981653726,"10055.011212",43
44,26.0434442211946,"10055.011212",44
45,26.5865862194531,"10055.011212",45
46,27.1410555685706,"10055.011212",46
47,27.7070885030455,"10055.011212",47
48,28.2849261841008,"10055.011212",48
49,28.874814802432,"10055.011212",49
50,29.4770056830979,"10055.011212",50
51,30.0917553925992,"10055.011212",51
52,30.7193258481897,"10055.011212",52
53,31.3599844294675,"10055.011212",53
1,87.933361144564,"10055.011420",1
2,46.2135034731943,"10055.011420",2
3,46.1207021450897,"10055.011420",3
4,46.0280871713154,"10055.011420",4
5,45.9356581776536,"10055.011420",5
6,45.8434147906374,"10055.011420",6
7,45.7513566375504,"10055.011420",7
8,45.6594833464241,"10055.011420",8
9,45.5677945460375,"10055.011420",9
10,45.4762898659146,"10055.011420",10
11,45.3849689363235,"10055.011420",11
12,45.293831388275,"10055.011420",12
13,45.2028768535204,"10055.011420",13
14,45.112104964551,"10055.011420",14
15,45.0215153545956,"10055.011420",15
16,44.9311076576198,"10055.011420",16
17,44.8408815083243,"10055.011420",17
18,44.7508365421431,"10055.011420",18
19,44.6609723952425,"10055.011420",19
20,44.5712887045193,"10055.011420",20
21,44.4817851075995,"10055.011420",21
22,44.3924612428368,"10055.011420",22
23,44.303316749311,"10055.011420",23
24,44.2143512668268,"10055.011420",24
25,44.1255644359121,"10055.011420",25
26,44.0369558978168,"10055.011420",26
27,43.9485252945111,"10055.011420",27
28,43.8602722686842,"10055.011420",28
29,43.7721964637427,"10055.011420",29
30,43.6842975238095,"10055.011420",30
31,43.5965750937219,"10055.011420",31
32,43.5090288190306,"10055.011420",32
33,43.4216583459979,"10055.011420",33
34,43.3344633215965,"10055.011420",34
35,43.2474433935082,"10055.011420",35
36,43.1605982101219,"10055.011420",36
37,43.073927420533,"10055.011420",37
38,42.9874306745413,"10055.011420",38
39,42.9011076226497,"10055.011420",39
40,42.8149579160634,"10055.011420",40
41,42.7289812066875,"10055.011420",41
42,42.6431771471264,"10055.011420",42
43,42.557545390682,"10055.011420",43
44,42.4720855913526,"10055.011420",44
45,42.3867974038309,"10055.011420",45
46,42.3016804835035,"10055.011420",46
47,42.2167344864486,"10055.011420",47
48,42.1319590694353,"10055.011420",48
49,42.0473538899219,"10055.011420",49
50,41.9629186060543,"10055.011420",50
51,41.8786528766653,"10055.011420",51
52,41.7945563612725,"10055.011420",52
53,41.7106287200773,"10055.011420",53
1,54.6196463607055,"10055.011425",1
2,18.028860279661,"10055.011425",2
3,18.2783019781302,"10055.011425",3
4,18.5311948742885,"10055.011425",4
5,18.7875867178328,"10055.011425",5
6,19.04752591911,"10055.011425",6
7,19.3110615582574,"10055.011425",7
8,19.5782433944696,"10055.011425",8
9,19.8491218753944,"10055.011425",9
10,20.1237481466571,"10055.011425",10
11,20.4021740615182,"10055.011425",11
12,20.6844521906637,"10055.011425",12
13,20.9706358321313,"10055.011425",13
14,21.2607790213737,"10055.011425",14
15,21.5549365414611,"10055.011425",15
16,21.8531639334257,"10055.011425",16
17,22.1555175067477,"10055.011425",17
18,22.462054349988,"10055.011425",18
19,22.7728323415668,"10055.011425",19
20,23.0879101606923,"10055.011425",20
21,23.4073472984399,"10055.011425",21
22,23.731204068985,"10055.011425",22
23,24.0595416209913,"10055.011425",23
24,24.392421949156,"10055.011425",24
25,24.729907905916,"10055.011425",25
26,25.0720632133148,"10055.011425",26
27,25.4189524750343,"10055.011425",27
28,25.7706411885928,"10055.011425",28
29,26.1271957577119,"10055.011425",29
30,26.4886835048543,"10055.011425",30
31,26.8551726839355,"10055.011425",31
32,27.2267324932109,"10055.011425",32
33,27.6034330883414,"10055.011425",33
34,27.9853455956397,"10055.011425",34
35,28.3725421255001,"10055.011425",35
36,28.7650957860139,"10055.011425",36
37,29.1630806967731,"10055.011425",37
38,29.5665720028654,"10055.011425",38
39,29.9756458890625,"10055.011425",39
40,30.3903795942049,"10055.011425",40
41,30.8108514257856,"10055.011425",41
42,31.2371407747357,"10055.011425",42
43,31.6693281304146,"10055.011425",43
44,32.1074950958073,"10055.011425",44
45,32.5517244029324,"10055.011425",45
46,33.0020999284628,"10055.011425",46
47,33.4587067095632,"10055.011425",47
48,33.9216309599458,"10055.011425",48
49,34.3909600861491,"10055.011425",49
50,34.8667827040409,"10055.011425",50
51,35.3491886555509,"10055.011425",51
52,35.8382690256337,"10055.011425",52
53,36.3341161594669,"10055.011425",53
1,181.003682474459,"10055.011620",1
2,110.147796897454,"10055.011620",2
3,109.188357310547,"10055.011620",3
4,108.23727489779,"10055.011620",4
5,107.294476864231,"10055.011620",5
6,106.359891048993,"10055.011620",6
7,105.433445919759,"10055.011620",7
8,104.515070567289,"10055.011620",8
9,103.604694699999,"10055.011620",9
10,102.702248638576,"10055.011620",10
11,101.807663310646,"10055.011620",11
12,100.920870245492,"10055.011620",12
13,100.041801568805,"10055.011620",13
14,99.1703899974959,"10055.011620",14
15,98.3065688345436,"10055.011620",15
16,97.4502719638884,"10055.011620",16
17,96.6014338453734,"10055.011620",17
18,95.7599895097276,"10055.011620",18
19,94.9258745535931,"10055.011620",19
20,94.0990251345958,"10055.011620",20
21,93.2793779664592,"10055.011620",21
22,92.46687031416,"10055.011620",22
23,91.6614399891269,"10055.011620",23
24,90.8630253444805,"10055.011620",24
25,90.071565270315,"10055.011620",25
26,89.2869991890209,"10055.011620",26
27,88.5092670506484,"10055.011620",27
28,87.7383093283113,"10055.011620",28
29,86.9740670136308,"10055.011620",29
30,86.2164816122191,"10055.011620",30
31,85.4654951392022,"10055.011620",31
32,84.7210501147819,"10055.011620",32
33,83.9830895598366,"10055.011620",33
34,83.2515569915595,"10055.011620",34
35,82.526396419136,"10055.011620",35
36,81.8075523394581,"10055.011620",36
37,81.0949697328762,"10055.011620",37
38,80.388594058988,"10055.011620",38
39,79.6883712524639,"10055.011620",39
40,78.9942477189089,"10055.011620",40
41,78.3061703307609,"10055.011620",41
42,77.6240864232239,"10055.011620",42
43,76.9479437902372,"10055.011620",43
44,76.2776906804798,"10055.011620",44
45,75.6132757934091,"10055.011620",45
46,74.9546482753349,"10055.011620",46
47,74.3017577155265,"10055.011620",47
48,73.6545541423546,"10055.011620",48
49,73.0129880194666,"10055.011620",49
50,72.3770102419949,"10055.011620",50
51,71.7465721327989,"10055.011620",51
52,71.1216254387386,"10055.011620",52
53,70.5021223269821,"10055.011620",53
1,152.050913140553,"10055.011625",1
2,55.0701684418117,"10055.011625",2
3,55.6793894476578,"10055.011625",3
4,56.2953500412782,"10055.011625",4
5,56.9181247802521,"10055.011625",5
6,57.5477890469619,"10055.011625",6
7,58.1844190577172,"10055.011625",7
8,58.8280918719807,"10055.011625",8
9,59.4788854016958,"10055.011625",9
10,60.1368784207168,"10055.011625",10
11,60.8021505743442,"10055.011625",11
12,61.4747823889653,"10055.011625",12
13,62.1548552818009,"10055.011625",13
14,62.842451570761,"10055.011625",14
15,63.5376544844078,"10055.011625",15
16,64.2405481720309,"10055.011625",16
17,64.9512177138322,"10055.011625",17
18,65.6697491312248,"10055.011625",18
19,66.396229397245,"10055.011625",19
20,67.1307464470795,"10055.011625",20
21,67.8733891887101,"10055.011625",21
22,68.6242475136745,"10055.011625",22
23,69.3834123079475,"10055.011625",23
24,70.1509754629421,"10055.011625",24
25,70.9270298866319,"10055.011625",25
26,71.7116695147976,"10055.011625",26
27,72.5049893223966,"10055.011625",27
28,73.3070853350594,"10055.011625",28
29,74.1180546407127,"10055.011625",29
30,74.9379954013312,"10055.011625",30
31,75.7670068648193,"10055.011625",31
32,76.6051893770246,"10055.011625",32
33,77.4526443938839,"10055.011625",33
34,78.3094744937034,"10055.011625",34
35,79.1757833895757,"10055.011625",35
36,80.051675941933,"10055.011625",36
37,80.9372581712399,"10055.011625",37
38,81.8326372708264,"10055.011625",38
39,82.7379216198626,"10055.011625",39
40,83.6532207964781,"10055.011625",40
41,84.5786455910243,"10055.011625",41
42,85.514308019486,"10055.011625",42
43,86.4603213370393,"10055.011625",43
44,87.4168000517608,"10055.011625",44
45,88.3838599384878,"10055.011625",45
46,89.3616180528319,"10055.011625",46
47,90.3501927453481,"10055.011625",47
48,91.3497036758596,"10055.011625",48
49,92.3602718279427,"10055.011625",49
50,93.38201952357,"10055.011625",50
51,94.4150704379175,"10055.011625",51
52,95.4595496143339,"10055.011625",52
53,96.5155834794763,"10055.011625",53
1,162.076904151649,"10055.012020",1
2,52.9182013542129,"10055.012020",2
3,53.6671541383308,"10055.012020",3
4,54.4267068721539,"10055.012020",4
5,55.1970095770668,"10055.012020",5
6,55.9782143977109,"10055.012020",6
7,56.7704756320354,"10055.012020",7
8,57.5739497617722,"10055.012020",8
9,58.3887954833439,"10055.012020",9
10,59.2151737392078,"10055.012020",10
11,60.0532477496442,"10055.012020",11
12,60.903183044995,"10055.012020",12
13,61.7651474983572,"10055.012020",13
14,62.6393113587408,"10055.012020",14
15,63.5258472846945,"10055.012020",15
16,64.4249303784085,"10055.012020",16
17,65.3367382202991,"10055.012020",17
18,66.2614509040832,"10055.012020",18
19,67.1992510723491,"10055.012020",19
20,68.1503239526308,"10055.012020",20
21,69.1148573939928,"10055.012020",21
22,70.0930419041325,"10055.012020",22
23,71.0850706870084,"10055.012020",23
24,72.0911396809996,"10055.012020",24
25,73.111447597607,"10055.012020",25
26,74.1461959607005,"10055.012020",26
27,75.1955891463232,"10055.012020",27
28,76.2598344230582,"10055.012020",28
29,77.3391419929663,"10055.012020",29
30,78.4337250331044,"10055.012020",30
31,79.5437997376296,"10055.012020",31
32,80.6695853605017,"10055.012020",32
33,81.8113042587874,"10055.012020",33
34,82.9691819365793,"10055.012020",34
35,84.143447089536,"10055.012020",35
36,85.3343316500516,"10055.012020",36
37,86.5420708330665,"10055.012020",37
38,87.7669031825243,"10055.012020",38
39,89.0090706184878,"10055.012020",39
40,90.2688184849214,"10055.012020",40
41,91.5463955981492,"10055.012020",41
42,92.8420542959998,"10055.012020",42
43,94.1560504876465,"10055.012020",43
44,95.4886437041516,"10055.012020",44
45,96.8400971497283,"10055.012020",45
46,98.2106777537264,"10055.012020",46
47,99.6006562233538,"10055.012020",47
48,101.010307097146,"10055.012020",48
49,102.439908799188,"10055.012020",49
50,103.889743694112,"10055.012020",50
51,105.360098142862,"10055.012020",51
52,106.851262559257,"10055.012020",52
53,108.363531467352,"10055.012020",53
1,125.555328021149,"10055.012025",1
2,37.9365983375057,"10055.012025",2
3,38.5573813658226,"10055.012025",3
4,39.1883226999743,"10055.012025",4
5,39.8295885674071,"10055.012025",5
6,40.4813479156628,"10055.012025",6
7,41.1437724568898,"10055.012025",7
8,41.8170367130821,"10055.012025",8
9,42.5013180620591,"10055.012025",9
10,43.1967967841969,"10055.012025",10
11,43.9036561099254,"10055.012025",11
12,44.6220822680019,"10055.012025",12
13,45.3522645345745,"10055.012025",13
14,46.0943952830493,"10055.012025",14
15,46.8486700347726,"10055.012025",15
16,47.6152875105427,"10055.012025",16
17,48.3944496829653,"10055.012025",17
18,49.1863618296646,"10055.012025",18
19,49.9912325873656,"10055.012025",19
20,50.8092740068621,"10055.012025",20
21,51.6407016088824,"10055.012025",21
22,52.4857344408714,"10055.012025",22
23,53.3445951346998,"10055.012025",23
24,54.2175099653192,"10055.012025",24
25,55.1047089103758,"10055.012025",25
26,56.0064257108008,"10055.012025",26
27,56.9228979323912,"10055.012025",27
28,57.8543670283989,"10055.012025",28
29,58.8010784031438,"10055.012025",29
30,59.763281476668,"10055.012025",30
31,60.7412297504478,"10055.012025",31
32,61.7351808741809,"10055.012025",32
33,62.7453967136669,"10055.012025",33
34,63.772143419798,"10055.012025",34
35,64.8156914986794,"10055.012025",35
36,65.8763158828964,"10055.012025",36
37,66.9542960039479,"10055.012025",37
38,68.0499158658653,"10055.012025",38
39,69.1634641200365,"10055.012025",39
40,70.295234141253,"10055.012025",40
41,71.4455241050032,"10055.012025",41
42,72.6146370660285,"10055.012025",42
43,73.802881038167,"10055.012025",43
44,75.0105690755019,"10055.012025",44
45,76.2380193548388,"10055.012025",45
46,77.4855552595324,"10055.012025",46
47,78.7535054646849,"10055.012025",47
48,80.0422040237385,"10055.012025",48
49,81.3519904564849,"10055.012025",49
50,82.6832098385151,"10055.012025",50
51,84.0362128921329,"10055.012025",51
52,85.4113560787555,"10055.012025",52
53,86.8090016928274,"10055.012025",53
1,58.5234343556203,"10055.012424",1
2,48.3328452187102,"10055.012424",2
3,46.7497514882761,"10055.012424",3
4,45.2185104006566,"10055.012424",4
5,43.7374235746914,"10055.012424",5
6,42.3048482579867,"10055.012424",6
7,40.9191955048511,"10055.012424",7
8,39.578928413911,"10055.012424",8
9,38.2825604234517,"10055.012424",9
10,37.0286536625919,"10055.012424",10
11,35.815817356465,"10055.012424",11
12,34.6427062836362,"10055.012424",12
13,33.5080192840456,"10055.012424",13
14,32.4104978158225,"10055.012424",14
15,31.3489245593693,"10055.012424",15
16,30.3221220671672,"10055.012424",16
17,29.3289514578068,"10055.012424",17
18,28.3683111527936,"10055.012424",18
19,27.4391356547286,"10055.012424",19
20,26.5403943655087,"10055.012424",20
21,25.6710904432348,"10055.012424",21
22,24.8302596965615,"10055.012424",22
23,24.0169695152614,"10055.012424",23
24,23.2303178358167,"10055.012424",24
25,22.4694321408931,"10055.012424",25
26,21.7334684915839,"10055.012424",26
27,21.0216105913522,"10055.012424",27
28,20.3330688806334,"10055.012424",28
29,19.6670796610922,"10055.012424",29
30,19.0229042485641,"10055.012424",30
31,18.3998281537412,"10055.012424",31
32,17.7971602896947,"10055.012424",32
33,17.2142322053526,"10055.012424",33
34,16.6503973440856,"10055.012424",34
35,16.1050303265765,"10055.012424",35
36,15.5775262571785,"10055.012424",36
37,15.0673000529933,"10055.012424",37
38,14.5737857949246,"10055.012424",38
39,14.0964360999866,"10055.012424",39
40,13.634721514173,"10055.012424",40
41,13.1881299252105,"10055.012424",41
42,12.7561659945485,"10055.012424",42
43,12.3383506079524,"10055.012424",43
44,11.9342203440923,"10055.012424",44
45,11.5433269605379,"10055.012424",45
46,11.1652368965889,"10055.012424",46
47,10.7995307923896,"10055.012424",47
48,10.4458030237947,"10055.012424",48
49,10.1036612524694,"10055.012424",49
50,9.77272599072689,"10055.012424",50
51,9.45263018061761,"10055.012424",51
52,9.14301878680595,"10055.012424",52
53,8.84354840278167,"10055.012424",53
1,71.3345395319344,"10055.021620",1
2,40.3724003775985,"10055.021620",2
3,40.1615803291,"10055.021620",3
4,39.951861158737,"10055.021620",4
5,39.7432371178498,"10055.021620",5
6,39.535702487798,"10055.021620",6
7,39.3292515798028,"10055.021620",7
8,39.123878734792,"10055.021620",8
9,38.9195783232442,"10055.021620",9
10,38.7163447450347,"10055.021620",10
11,38.5141724292821,"10055.021620",11
12,38.3130558341954,"10055.021620",12
13,38.1129894469223,"10055.021620",13
14,37.9139677833979,"10055.021620",14
15,37.7159853881946,"10055.021620",15
16,37.5190368343722,"10055.021620",16
17,37.3231167233295,"10055.021620",17
18,37.1282196846562,"10055.021620",18
19,36.9343403759856,"10055.021620",19
20,36.7414734828483,"10055.021620",20
21,36.5496137185263,"10055.021620",21
22,36.3587558239084,"10055.021620",22
23,36.1688945673458,"10055.021620",23
24,35.9800247445087,"10055.021620",24
25,35.7921411782439,"10055.021620",25
26,35.6052387184326,"10055.021620",26
27,35.4193122418493,"10055.021620",27
28,35.2343566520213,"10055.021620",28
29,35.0503668790894,"10055.021620",29
30,34.8673378796683,"10055.021620",30
31,34.6852646367089,"10055.021620",31
32,34.5041421593605,"10055.021620",32
33,34.323965482834,"10055.021620",33
34,34.1447296682658,"10055.021620",34
35,33.9664298025827,"10055.021620",35
36,33.7890609983668,"10055.021620",36
37,33.6126183937218,"10055.021620",37
38,33.4370971521398,"10055.021620",38
39,33.2624924623683,"10055.021620",39
40,33.0887995382788,"10055.021620",40
41,32.9160136187354,"10055.021620",41
42,32.7441299674644,"10055.021620",42
43,32.5731438729241,"10055.021620",43
44,32.4030506481763,"10055.021620",44
45,32.2338456307571,"10055.021620",45
46,32.0655241825496,"10055.021620",46
47,31.8980816896568,"10055.021620",47
48,31.7315135622746,"10055.021620",48
49,31.5658152345665,"10055.021620",49
50,31.4009821645384,"10055.021620",50
51,31.2370098339137,"10055.021620",51
52,31.0738937480099,"10055.021620",52
53,30.9116294356153,"10055.021620",53
1,129.344400272476,"10055.021625",1
2,103.020005148341,"10055.021625",2
3,100.120118129375,"10055.021625",3
4,97.3018593797025,"10055.021625",4
5,94.562931163478,"10055.021625",5
6,91.9011004233083,"10055.021625",6
7,89.3141969596321,"10055.021625",7
8,86.8001116613485,"10055.021625",8
9,84.3567947862518,"10055.021625",9
10,81.9822542898702,"10055.021625",10
11,79.6745542013448,"10055.021625",11
12,77.4318130450263,"10055.021625",12
13,75.2522023065013,"10055.021625",13
14,73.1339449417986,"10055.021625",14
15,71.0753139285593,"10055.021625",15
